stackoverflow_id,Reputation,Answer,Question,tags,upvote,downvote,ans_vote,ques_vote,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
249933,69430,1458,76,"['c#', 'windows-phone-7', 'wpf', 'javascript', 'webassembly']",1917,346,1009,1254,0.94399557,0.222933295,0.147992707,0.042310388,0.369084854
422597,92299,707,0,"['java', 'string', 'boolean-logic', 'conditional-statements', 'string-comparison']",537,1,130,408,0.442499553,0.229947963,0.391321432,0.268781883,0.999357255
115145,994871,22987,125,"['android', 'java', 'android-intent', 'android-studio', 'android-fragments']",13745,8092,9884,11953,0.931105206,0.47059225,0.053052673,0.009159561,0.478187692
4604579,212479,4961,5,"['elasticsearch', 'logstash', 'kibana', 'java', 'elastic-stack']",902,20,242,680,0.677438522,0.62657031,0.468936443,0.007469222,0.133698151
17172,160104,462,3,"['java', 'collections', 'initialization', 'arraylist', 'string']",1884,1,455,1430,0.948021663,0.290805381,0.030062679,0.000178037,0.342876302
203130,78734,1180,21,"['ruby-on-rails', 'ruby', 'css', 'reactjs', 'html']",1040,475,442,1073,0.93952463,0.198486067,0.204165109,0.013252734,0.270363837
330057,81905,1309,101,"['java', 'string', 'arrays', 'split', 'primitive']",2285,93,1077,1301,0.737517346,0.316237517,0.304754611,0.022753795,0.220567133
113938,51544,667,4,"['php', 'arrays', 'string', 'extract', 'text-segmentation']",543,847,313,1077,0.794862753,0.266038025,0.060452506,0.027460747,0.540637076
398670,314671,3191,82,"['postgresql', 'sql', 'database', 'psql', 'postgresql-9.1']",3982,489,1994,2477,0.829251396,0.057984075,0.095805536,0.001317827,0.500509785
7714,126229,2175,13,"['entity-framework', 'c#', 'asp.net-mvc', '.net', 'ado.net']",5842,246,955,5133,0.969788981,0.49883206,0.130902682,0.020451536,0.182698731
84651,243881,3642,12,"['c#', '.net', 'javascript', 'linq', 'java']",2426,48,244,2230,0.882492751,0.200705471,0.141260179,0.018225876,0.305311632
203420,59859,628,30,"['r', 'ggplot2', 'dataframe', 'plot', 'r-faq']",1875,624,1543,956,0.744330134,0.333866512,0.108478433,0.019731191,0.508246446
783681,74628,751,84,"['c#', 'asp.net-web-api', 'asp.net-mvc', 'security', 'jwt']",2610,1292,2231,1671,0.852358651,0.160707729,0.0788516,0.002201865,0.752405175
2224265,58483,1806,5,"['jquery', 'javascript', 'html', 'css', 'mongodb']",1373,31,1028,376,0.661077866,0.495045988,0.175888937,0.043373945,0.478056567
214671,125197,1840,24,"['c++', 'c', 'arrays', 'vector', 'python']",12973,554,1924,11603,0.938574129,0.174270423,0.07900679,0.011953191,0.237812206
57191,80794,1680,71,"['python', 'mysql', 'php', 'sql', 'javascript']",3005,416,1070,2351,0.9254084,0.193305686,0.101094917,0.002030938,0.285727983
542270,83266,1269,80,"['gradle', 'groovy', 'java', 'docker', 'command-line-interface']",7594,470,4897,3167,0.550158817,0.305988783,0.07916071,0.083482969,0.511753318
201952,141658,795,33,"['node.js', 'javascript', 'npm', 'css', 'html']",1033,145,428,750,0.825584143,0.386340088,0.513419528,0.064348416,0.627141107
54249,76313,514,11,"['git', 'git-diff', 'c#', 'linq', '.net']",547,15,146,416,0.911930058,0.347633636,0.236688091,0.031871333,0.224743807
420303,49912,1580,32,"['ios', 'objective-c', 'swift', 'iphone', 'xcode']",1835,1825,1494,2166,0.805321907,0.086815736,0.055606616,0.006085747,0.753554555
572644,172627,2880,167,"['c#', '.net', 'linq', 'git', 'sql']",5462,1947,2703,4706,0.949054954,0.205927566,0.070687677,0.003857688,0.485536888
104349,593310,12824,8,"['django', 'python', 'django-models', 'django-templates', 'django-forms']",12917,10889,8724,15082,0.790211186,0.184483289,0.161325916,0.02105478,0.492101593
238814,59627,791,5,"['postgresql', 'sql', 'timezone', 'postgresql-8.4', 'timestamp']",1055,345,925,475,0.624167719,0.4340255,0.454383884,0.119199309,0.954799233
784338,53301,562,27,"['haskell', 'git', 'monads', 'c++', 'functional-programming']",1762,341,921,1182,0.96025662,0.070167522,0.045463549,0.013948863,0.58957677
458193,266498,649,153,"['javascript', 'redux', 'reactjs', 'react-redux', 'import']",3284,160,1332,2112,0.953089586,0.078192713,0.056425106,0.037194077,0.420404133
105570,127083,1050,267,"['c#', '.net', 'vb.net', 'linq', 'predicate']",2910,1,752,2159,0.97922732,0.177100973,0.249079574,0.055578361,0.347127822
3670737,17955,260,1,"['c#', 'asp.net-core', 'asp.net-core-mvc', 'asp.net-web-api', '.net']",114,89,46,157,0.965084066,0.009127463,0.194389745,0.021200616,0.07875896
6819,140556,1394,24,"['rest', 'sql-server', 'sql', 't-sql', 'asp.net-web-api']",1237,204,293,1148,0.883573573,0.127452072,0.075221243,0.011434343,0.333746389
77,76985,404,3,"['c#', 'constructor', 'automatic-properties', 'getter', 'setter']",431,49,128,352,0.849785635,0.206513773,0.106876138,0.021430843,0.299385841
335858,719934,15970,32,"['c#', 'java', 'c++', 'c', 'objective-c']",33801,3153,23372,13582,0.823877689,0.569216085,0.15810845,0.164708464,0.278798258
784387,97314,1056,4,"['.net-core', 'c#', 'msbuild', '.net', 'nuget']",735,39,146,628,0.772226595,0.028958107,0.077985283,0.00398657,0.920507398
524368,160363,4169,34,"['opengl', 'c++', 'c', 'glsl', 'opengl-es']",4698,498,1258,3938,0.8564064,0.031123811,0.125117232,0.083749522,0.994361404
1338292,172131,3910,17,"['php', 'javascript', 'arrays', 'mysql', 'jquery']",4054,2744,3668,3130,0.883342078,0.560027738,0.099990529,0.017740401,0.171893554
115730,242740,1910,25,"['objective-c', 'ios', 'iphone', 'cocoa', 'string']",6569,275,1692,5152,0.87441194,0.185943549,0.090626997,0.024329913,0.368074806
28128,85545,1703,37,"['ruby', 'ruby-on-rails', 'c', 'c++', 'cmake']",3427,533,1510,2450,0.906595347,0.734527444,0.239260402,0.067942393,0.296503008
505088,606494,12785,84,"['delphi', 'c++', 'c#', 'winapi', 'c']",14306,28028,27421,14913,0.909949562,0.433672338,0.208738878,0.076277091,0.306201621
328193,213215,6915,86,"['c#', 'javascript', 'jquery', 'asp.net', 'html']",9529,36833,38045,8317,0.921770779,0.207823243,0.068219395,0.002832399,0.323798431
608157,56505,715,2,"['ios', 'objective-c', 'core-animation', 'iphone', 'core-graphics']",2518,1369,1984,1903,0.935978183,0.09929335,0.037314706,0.028165279,0.423877368
1259109,57223,768,2,"['spring-boot', 'spring', 'java', 'spring-security', 'spring-mvc']",260,56,34,282,0.850924197,0.441794516,0.142184978,0.044108994,0.30673803
781707,67000,1056,7,"['javascript', 'angularjs', 'reactjs', 'c#', 'angularjs-directive']",3693,232,1704,2221,0.925012,0.647828294,0.077633267,0.015213975,0.123750155
7231,68612,2170,4,"['perl', 'regex', 'hash', 'cgi', 'arrays']",6625,1577,1555,6647,0.875494274,0.177693928,0.071369108,0.104389861,0.559147788
406429,56451,1895,2,"['apache-camel', 'java', 'enterprise-integration', 'soa', 'spring']",1023,1098,1090,1031,0.879525986,0.562324363,0.171131969,0.029950119,0.443287766
330644,80424,818,110,"['javascript', 'html', 'substring', 'regex', 'jquery']",691,42,199,534,0.888145413,0.168929313,0.066683026,0.003366401,0.358882992
1687119,213569,5863,15,"['c', 'pointers', 'c++', 'arrays', 'struct']",8800,2662,6376,5086,0.863089003,0.748416023,0.178075185,0.139190307,0.258970285
80425,58054,417,15,"['android', 'ascii', 'windows', '.net', 'php']",1766,398,1023,1141,0.851828368,0.568304068,0.152052992,0.034597649,0.289772367
53013,296048,2006,83,"['scala', 'functional-programming', 'java', 'scala-collections', 'implicits']",8976,80,1595,7461,0.939247705,0.150632105,0.082767371,0.003840066,0.309979793
1647604,59240,1175,29,"['angular', 'typescript', 'routes', 'angular-router', 'rxjs']",458,8,174,292,0.818215387,0.686568661,0.259879118,0.257729781,0.329759833
476,515527,8793,83,"['php', 'javascript', 'arrays', 'python', 'mysql']",14678,78832,72019,21491,0.880787963,0.02618997,0.097385424,0.017910758,0.834256875
5037551,61558,1566,11,"['javascript', 'jquery', 'html', 'css', 'reactjs']",1377,89,986,480,0.90577624,0.792815249,0.313330234,0.129845795,0.068532361
740,133191,1451,1,"['sql-server', 'sql', 't-sql', 'sql-server-2005', 'sql-server-2008']",548,53,324,277,0.602261855,0.553905291,0.053555634,0.00650121,0.72937567
13627,162730,1329,123,"['c#', 'linq', '.net', 'iqueryable', 'linq-to-sql']",2000,199,513,1686,0.829559501,0.432853873,0.079098304,0.010567177,0.269681878
263525,377111,5549,79,"['javascript', 'jquery', 'go', 'java', 'html']",3126,6769,7583,2312,0.905727722,0.333621466,0.27446339,0.017523836,0.532146042
90801,91218,1302,109,"['clojure', 'leiningen', 'lisp', 'functional-programming', 'java']",1608,113,1093,628,0.813894229,0.246865279,0.070697651,0.001016018,0.251382537
258523,79241,1951,6,"['bash', 'shell', 'makefile', 'linux', 'lua']",5230,392,2012,3610,0.899585765,0.212794441,0.058507121,0.007757708,0.32313009
192702,54154,823,41,"['elixir', 'ruby', 'ruby-on-rails', 'phoenix-framework', 'list']",1146,143,397,892,0.86995311,0.20920895,0.142051741,0.068703887,0.851958065
358679,69809,1430,4,"['php', 'http', 'http-status-codes', 'rest', 'mysql']",2492,338,477,2353,0.671717188,0.224625185,0.171749368,0.116181389,0.657035276
1517578,64064,1174,10,"['c#', 'go', 'rust', '.net', 'for-loop']",1981,1148,1194,1935,0.669380543,0.173600028,0.049771833,0.069454614,0.438285989
246461,62995,712,31,"['android', 'view', 'locale', 'java', 'android-layout']",287,20,74,233,0.856670157,0.377743397,0.118385612,0.01321971,0.37456766
4918,58793,437,39,"['linux', 'shell', 'environment', 'wpf', 'c#']",2826,129,807,2148,0.875050429,0.081363531,0.1533704,0.017785727,0.678813695
857807,67574,804,53,"['c#', '.net', 'visual-studio-code', 'async-await', 'out']",3138,258,1121,2275,0.917079325,0.156069851,0.113751174,0.029303008,0.299542093
1903116,236577,2983,21,"['python', 'javascript', 'list', 'string', 'dictionary']",9124,1189,5725,4588,0.816845994,0.322680393,0.050678431,0.01409423,0.337678485
949476,192641,4468,0,"['javascript', 'jquery', 'angularjs', 'html', 'css']",10397,189,8137,2449,0.943131268,0.295605597,0.092973895,0.009838401,0.720898942
2051952,49785,1155,0,"['groovy', 'grails', 'java', 'grails-orm', 'spock']",1871,261,873,1259,0.806877681,0.363136527,0.214674103,0.053964059,0.229885541
1114486,71881,523,0,"['redis', 'caching', 'memory', 'python', 'multithreading']",964,59,627,396,0.929196273,0.386751793,0.2052842,0.008616168,0.372721409
82294,208914,1967,22,"['c', 'git', 'python', 'c++', 'commit']",2089,312,762,1639,0.922483411,0.076698653,0.034559927,0.00049432,0.435070614
40347,174147,1427,20,"['c#', 'ms-office', 'ms-word', '.net', 'excel']",5778,373,2147,4004,0.889837107,0.542460686,0.111912273,0.018609271,0.359172437
3820,71240,356,32,"['c#', '.net', 'linq', 'string', 'unit-testing']",1270,167,366,1071,0.907967395,0.074888932,0.085288216,0.007414004,0.370364092
1548376,52231,1254,1,"['jekyll', 'liquid', 'github-pages', 'github', 'ruby']",708,119,214,613,0.445354054,0.265353775,0.424380081,0.264177703,0.998465993
272109,70055,1510,0,"['azure', 'azure-storage', 'azure-blob-storage', 'azure-web-app-service', 'azure-cosmosdb']",1437,39451,32632,8256,0.829241937,0.097522579,0.26540144,0.074273854,0.444830526
424300,123769,997,1,"['ruby-on-rails', 'ruby', 'ruby-on-rails-3', 'activerecord', 'rubygems']",2074,24,430,1668,0.884453336,0.463846858,0.226140434,0.059016814,0.357351764
791604,148252,2536,28,"['haskell', 'functional-programming', 'monads', 'types', 'ghc']",1575,696,829,1442,0.982801307,0.334483012,0.186689692,0.022368734,0.179654707
3191,111424,573,110,"['javascript', 'c#', 'html', 'css', '.net']",1578,343,405,1516,0.93572971,0.116066833,0.044117199,0.004203639,0.370670044
20972,98683,701,66,"['php', 'django', 'python', 'date', 'django-models']",1669,74,430,1313,0.852812943,0.15876943,0.120369003,0.093334445,0.325087519
301832,135238,4115,4,"['tcl', 'java', 'linux', 'rest', 'tk-toolkit']",6333,121,1592,4862,0.961610658,0.444548857,0.111784827,0.014888604,0.250344136
83805,137624,1098,4,"['haskell', 'functional-programming', 'ghc', 'types', 'monads']",912,85,304,693,0.922925688,0.293085688,0.201329043,0.009114406,0.416518767
264697,169085,2743,62,"['c#', 'dependency-injection', '.net', 'simple-injector', 'asp.net']",6001,398,1916,4483,0.932372153,0.718047001,0.168680552,0.053397197,0.14914942
152083,65795,611,5,"['jquery', 'javascript', 'css', 'html', 'jquery-plugins']",1053,81,303,831,0.787855852,0.591035027,0.530713344,0.458358178,0.146007664
477878,178608,3233,1,"['mysql', 'sql', 'git', 'c#', 'ssl']",1319,414,468,1265,0.501954833,0.1463785,0.082813267,0.012149426,0.550126584
8047,69096,429,380,"['ios', 'objective-c', 'iphone', 'swift', 'xcode']",3556,381,832,3105,0.93046083,0.309831782,0.270988099,0.037789276,0.400949258
661853,93903,430,36,"['swift', 'ios', 'automatic-ref-counting', 'git', 'git-submodules']",342,41,126,257,0.943711843,0.208012209,0.09536013,0.009793561,0.348963806
24874,305466,1181,311,"['.net', 'c#', 'javascript', 'wpf', 'node.js']",5329,182,2002,3509,0.950359531,0.296982369,0.105795741,0.021386004,0.262421699
221955,72024,860,73,"['java', 'kotlin', 'static', 'static-methods', 'c++']",1533,63,472,1124,0.937499892,0.253601647,0.069970878,0.001766365,0.577211906
712603,77871,948,12,"['python', 'r', 'ggplot2', 'list', 'string']",2810,1114,2117,1807,0.945632843,0.440261944,0.217038969,0.055147527,0.349564125
236465,67367,2283,0,"['android', 'bash', 'linux', 'java', 'android-virtual-device']",269,53,49,273,0.537842924,0.745569414,0.005392793,0.001396924,0.838860287
149341,0,0,0,0,0,0,0,0,0.945955599,0.023071432,0.064097356,0.003611863,0.315478516
222908,340481,1548,0,"['javascript', 'mysql', 'google-maps', 'sql', 'google-maps-api-3']",4543,101,2045,2599,0.908822151,0.145398174,0.103989344,0.062180928,0.205722076
405143,93012,612,8,"['javascript', 'jquery', 'html', 'string', 'json']",1728,66,902,892,0.854379868,0.493222322,0.185556625,0.03413071,0.379919762
5171,54095,355,21,"['java', 'android', 'android-linearlayout', 'algorithm', 'generics']",2477,212,679,2010,0.803862187,0.36049187,0.072057567,0.009601788,0.400009498
345717,77330,839,48,"['android', 'java', 'ui-thread', 'android-toast', 'android-activity']",2265,444,1151,1558,0.926667406,0.187149511,0.239040783,0.041993508,0.23814997
26396,57972,546,9,"['git', 'c#', 'git-rebase', '.net', 'visual-studio']",5492,16,2205,3303,0.903878784,0.306725848,0.148085894,0.032661634,0.17352478
697630,77655,709,32,"['java', 'java-8', 'collections', 'jpa', 'iteration']",4256,80,1482,2854,0.893027863,0.669903216,0.031826442,0.020345655,0.394863977
143305,364625,4043,5,"['r', 'rcpp', 'dataframe', 'r-faq', 'c++']",2696,2026,2063,2659,0.780730371,0.508230477,0.089597208,0.036691447,0.375357266
892256,59673,2565,91,"['c++', 'c', 'javascript', 'ajax', 'forms']",5159,6211,6183,5187,0.923849722,0.277803388,0.194641431,0.118691279,0.252287486
1875256,62163,2214,71,"['c#', 'asp.net-mvc', 'jquery', 'asp.net', 'asp.net-mvc-4']",4800,2246,3621,3425,0.696449114,0.569563457,0.107517675,0.154316709,0.167943826
1438733,67159,552,14,"['android', 'google-play', 'android-intent', 'java', 'css']",1525,902,1105,1322,0.897836176,0.401915967,0.139140458,0.002623703,0.097533569
8206,267829,1651,73,"['python', 'c', 'makefile', 'phony-target', 'syntax']",2631,276,730,2177,0.98110036,0.215866919,0.128271316,0.005102173,0.449745951
1694,189274,259,90,"['python', 'subprocess', 'shell', 'terminal', 'command']",8301,173,3371,5103,0.960628808,0.560301194,0.166460038,0.150072473,0.176591917
56541,129694,1204,36,"['python', 'function', 'lambda', 'closures', 'linux']",5040,603,1464,4179,0.944998432,0.569569445,0.127901922,0.107580202,0.240082111
388520,137636,1785,143,"['c', 'c++', 'python', 'linux', 'gcc']",3565,416,1239,2742,0.953606007,0.154955853,0.077523261,0.016970583,0.340588166
2372064,201318,4811,10,"['r', 'dplyr', 'ggplot2', 'dataframe', 'function']",7585,7315,8977,5923,0.825670882,0.368426704,0.203215929,0.139495272,0.347789631
3617886,110388,1693,37,"['reactjs', 'javascript', 'react-hooks', 'use-effect', 'gmail-api']",4776,182,3100,1858,0.872360316,0.070118209,0.36160302,0.05466243,0.27113932
60,60133,583,4,"['jquery', 'javascript', 'asp.net', 'ajax', 'json']",2106,228,438,1896,0.869284927,0.129830675,0.032005828,0.002025782,0.359096474
246776,84614,310,589,"['ios', 'swift', 'iphone', 'cocoa', 'xcode']",2434,67,899,1602,0.950607482,0.081512514,0.033579339,0.000342345,0.474066564
14104,206187,6826,3,"['javascript', 'jquery', 'html', 'dom', 'css']",3620,10633,7497,6756,0.785493157,0.262688479,0.224145127,0.008873703,0.471463572
20713,201339,1635,5,"['linux', 'bash', 'shell', 'c', 'python']",3187,224,193,3218,0.866568016,0.403596264,0.052077306,0.035463795,0.380802811
10585,86541,283,12,"['jquery', 'php', 'javascript', 'mysql', 'events']",527,118,104,541,0.941615686,0.535529058,0.44649601,0.043707694,0.168284571
210719,51844,237,1,"['android', 'android-activity', 'android-intent', 'java', 'android-layout']",1840,16,702,1154,0.909102174,0.402626882,0.248186374,0.012154568,0.205874086
141172,148914,3096,376,"['c#', '.net', 'mysql', 'random', 'amazon-ec2']",3612,564,2207,1969,0.977286533,0.643735132,0.67623128,0.044846131,0.045361505
126229,56689,1291,2,"['fiddler', 'internet-explorer', 'javascript', 'c#', 'http']",2323,537,811,2049,0.930607505,0.317376817,0.099841771,0.008416571,0.194078585
88656,653310,3745,0,"['c#', '.net', 'c++', 'memory-management', 'local-variables']",2,4696,3462,1236,0.966358478,0.251114919,0.157450147,0.01464514,0.279479304
102441,96508,1781,299,"['python', 'javascript', 'jquery', 'html', 'numpy']",2683,770,948,2505,0.869225624,0.177463202,0.038790406,0.004178447,0.279731619
109374,60078,610,0,"['svg', 'html', 'css', 'vector-graphics', 'javascript']",513,225,240,498,0.90637933,0.278033929,0.061381274,0.004541662,0.358193196
184883,108686,758,237,"['jestjs', 'javascript', 'unit-testing', 'jasmine', 'mocking']",1863,101,921,1043,0.8560629,0.101941257,0.121382041,0.049914914,0.95090342
62130,73442,366,20,"['java', 'git', 'scope', 'multithreading', 'scala']",2071,106,400,1777,0.92678285,0.381861685,0.032977201,0.003902753,0.26886741
729881,76400,831,4,"['git', 'tfs', 'windows', 'chmod', 'permissions']",3156,492,1421,2227,0.919249039,0.293289903,0.282681592,0.057846574,0.18969158
449449,209697,1184,8,"['python', 'pandas', 'dataframe', 'replace', 'rename']",2214,126,346,1994,0.810343642,0.053643308,0.140730802,0.01195927,0.902883775
13430,88903,537,90,"['c++', 'c', 'stdstring', 'trim', 'arrays']",3407,129,156,3380,0.941797046,0.135100919,0.149599427,0.011742503,0.423387294
80911,96012,2283,115,"['php', 'javascript', 'rest', 'http', 'typescript']",2347,1720,1127,2940,0.950511034,0.166703211,0.103597712,0.010398707,0.28551172
1030675,235445,5557,5,"['bash', 'perl', 'shell', 'linux', 'echo']",3278,66,362,2982,0.568596523,0.031747096,0.018962257,0.001195081,0.419191753
842,45883,509,10,"['iphone', 'objective-c', 'ios', 'nsstring', 'c++']",2107,31,634,1504,0.770788017,0.520878078,0.125002494,0.029896503,0.310534928
1098851,121949,2048,8,"['css', 'javascript', 'html', 'jquery', 'media-queries']",579,1817,1659,737,0.673589432,0.420189052,0.324943878,0.236834554,0.381506326
218196,805648,7093,8,"['javascript', 'jquery', 'python', 'asynchronous', 'ajax']",6272,2069,1581,6760,0.920877855,0.240652998,0.045134864,0.016177099,0.335973561
93623,156949,1656,9,"['c#', '.net', 'winforms', 'asp.net', 'exception']",2263,11,370,1904,0.628109265,0.069708058,0.178146771,0.031951869,0.636304177
266795,144422,1611,27,"['node.js', 'express', 'javascript', 'npm', 'node-modules']",1576,64,491,1149,0.910249416,0.427316487,0.193956804,0.018161216,0.457664721
90308,75488,368,15,"['python', 'python-2.7', 'python-imaging-library', 'macos', 'installation']",1237,65,326,976,0.962624734,0.209861548,0.087868516,0.017064689,0.381382618
1831,124784,1918,17,"['jquery', 'javascript', 'c#', 'nest', 'elasticsearch']",3233,97,431,2899,0.866025225,0.670213344,0.204028792,0.076788301,0.232206554
759019,46495,681,49,"['c++', 'php', 'javascript', 'c', 'css']",12701,720,6078,7343,0.744367615,0.354925053,0.008864526,0.065509829,0.811909473
17028,75400,1085,4,"['c#', '.net', 'windows', 'android', 'file']",822,279,154,947,0.954868908,0.365580886,0.358697783,0.011450035,0.150673837
395857,80012,492,399,"['python', 'linux', 'unix', 'kill-process', 'port']",2962,347,2387,922,0.865789883,0.406087335,0.03468982,0.00077978,0.568040219
180286,79632,1390,40,"['f#', 'haskell', 'c#', 'functional-programming', 'html']",3127,1803,1800,3130,0.897243453,0.459850777,0.029173521,0.008951482,0.09739062
833073,48553,1321,6,"['mysql', 'sql', 'php', 'group-by', 'select']",1319,139,718,740,0.508898236,0.60295626,0.221786927,0.139756041,0.101241827
2016562,341155,3527,17,"['android', 'android-jetpack-compose', 'material-components-android', 'gradle', 'material-design']",2901,320,2243,978,0.784907042,0.373113798,0.065500749,0.007660128,0.313509081
846273,107461,1066,33,"['ios', 'objective-c', 'scala', 'swift', 'iphone']",2204,517,1086,1635,0.905140245,0.294796121,0.171225395,0.060011986,0.265022675
378024,49605,559,0,"['javascript', 'jquery', 'scroll', 'html', 'arrays']",1302,225,445,1082,0.909920169,0.539545781,0.123855074,0.010718589,0.243965732
2504224,61647,875,15,"['spring', 'java', 'spring-boot', 'spring-mvc', 'quarkus']",3822,10,1443,2389,0.836545295,0.668065305,0.073500656,0.079241148,0.394319983
5577765,207277,7598,18,"['python', 'pygame', 'opengl', 'c++', 'glsl']",21403,6426,19348,8481,0.912652405,0.241827108,0.074419257,0.077774568,0.928509792
1445366,65745,1211,67,"['ios', 'swift', 'objective-c', 'ios7', 'github']",1624,950,1130,1444,0.852013003,0.174708086,0.137124718,0.011277763,0.375048422
893,968958,5389,55,"['git', 'python', 'version-control', 'c++', 'git-pull']",6668,2265,5087,3846,0.891747392,0.406948304,0.133906263,0.012577433,0.284398484
213474,57537,484,14,"['javascript', 'dom', 'c#', 'arrays', 'sql']",436,77,27,486,0.895536753,0.145675966,0.109498847,0.049501223,0.266744178
2341938,47962,874,0,"['angularjs', 'javascript', 'google-chrome-extension', 'google-chrome', 'jquery']",741,207,237,711,0.863457765,0.644148035,0.093752071,0.051534594,0.271740404
7552,242626,7799,18,"['bash', 'shell', 'awk', 'linux', 'sed']",13396,227,2864,10759,0.909111395,0.294763228,0.368813288,0.090307583,0.253226794
87234,498604,1398,18,"['c++', 'c++-faq', 'c++11', 'copy-constructor', 'copy-and-swap']",13175,1113,2974,11314,0.903878042,0.064751801,0.025772369,0.040382636,0.350774271
91914,105776,679,7,"['jquery', 'javascript', 'html-input', 'disabled-input', 'php']",1512,78,305,1285,0.925054757,0.249702022,0.15575811,0.038374023,0.381157937
511529,115208,3413,20,"['php', 'css', 'html', 'mysql', 'sql']",2171,3864,3306,2729,0.473614617,0.223398565,0.334168494,0.266291451,0.872954407
1333873,144919,355,415,"['node.js', 'docker', 'port', 'publish', 'docker-run']",3146,2652,2708,3090,0.654802133,0.114388147,0.310114504,0.275426246,0.999999999
164998,72263,1377,92,"['php', 'javascript', 'precision', 'floating-point', 'regex']",3513,102,1387,2228,0.889898102,0.236629248,0.037893209,0.01088294,0.341252543
16587,57543,571,37,"['c#', 'asp.net', 'asp.net-mvc', 'python', '.net']",8340,3628,6074,5894,0.950019192,0.402631945,0.205216646,0.027645946,0.203153685
208809,314423,2696,14,"['php', 'xml', 'html', 'arrays', 'oop']",7468,4506,7068,4906,0.826619542,0.06406023,0.15206918,0.051725636,0.943199735
216063,69490,418,16,"['java', 'c++', 'c', 'html', 'javascript']",1160,1721,1928,953,0.805313564,0.059262894,0.108080465,0.008956127,0.501275685
1240763,170632,7187,8,"['java', 'spring', 'spring-kafka', 'spring-integration', 'spring-boot']",2087,21,736,1372,0.750450385,0.631212897,0.052024976,0.018061267,0.60677219
123109,136778,992,32,"['git', 'perl', 'git-merge', 'regex', 'version-control']",3472,74,1976,1570,0.913397188,0.090168348,0.372603577,0.034296287,0.317139319
128511,103185,1977,242,"['webgl', 'javascript', 'three.js', 'html', 'canvas']",1307,1559,858,2008,0.846929618,0.13412684,0.047952144,0.000973624,0.402704326
610573,50276,619,15,"['javascript', 'php', 'onclick', 'addeventlistener', 'html']",769,1213,683,1299,0.957069267,0.382875398,0.468804561,0.049764659,0.205515277
69083,692988,10600,3,"['c#', 'javascript', 'jquery', '.net', 'string']",499,140,107,532,0.499898096,0.34706389,0.155314728,0.115111134,0.266191886
366377,77789,2063,0,"['c', 'c++', 'gcc', 'arrays', 'c11']",3045,1466,1028,3483,0.88035762,0.102449611,0.331537123,0.076460541,0.942049017
217408,639691,9321,93,"['angular', 'dart', 'flutter', 'typescript', 'javascript']",23518,532,11415,12635,0.894120585,0.003265658,0.146543521,0.014241391,0.909527667
16632,102898,579,12,"['r', 'r-faq', 'ggplot2', 'dplyr', 'dataframe']",2633,943,777,2799,0.919099539,0.438893061,0.134137239,0.087965703,0.283544016
1625737,48664,1008,8,"['c#', 'asp.net-mvc', 'javascript', 'entity-framework', 'asp.net']",4140,164,2682,1622,0.814844993,0.274690029,0.101945915,0.023673,0.127947392
19563,770669,1979,0,"['git', 'c++', 'gitignore', 'undo', 'git-rm']",1150,203,99,1254,0.85269227,0.097838956,0.116350158,0.053097134,0.601598558
741747,145155,3148,16,"['php', 'laravel', 'laravel-4', 'javascript', 'jquery']",3254,263,1592,1925,0.907704072,0.446338688,0.908962509,0.559985876,0.462920245
215752,70039,3281,6,"['sql-server', 'sql', 't-sql', 'c#', 'javascript']",2649,554,882,2321,0.921343852,0.232843842,0.236245445,0.028318337,0.272637881
341750,70400,2874,60,"['iphone', 'ios', 'xcode', 'fft', 'objective-c']",1979,166,515,1630,0.906330356,0.260628102,0.068781862,0.000558568,0.413125155
1457051,77993,1748,2,"['r', 'ggplot2', 'dataframe', 'web-scraping', 'rvest']",1688,865,1245,1308,0.921602022,0.254432746,0.107436894,0.021498982,0.222891312
244353,75652,973,52,"['c#', 'javascript', 'html', 'css', 'jquery']",2762,37,1041,1758,0.862550308,0.250767715,0.1222895,0.009357317,0.30260656
223386,149822,1762,242,"['linux', 'symlink', 'php', 'javascript', 'mysql']",1810,258,648,1420,0.881876373,0.209919194,0.079544808,0.003604463,0.372135348
68015,62854,899,12,"['jquery', 'c#', 'javascript', 'html', 'asp.net']",815,141,393,563,0.802636197,0.392366592,0.479368468,0.003787746,0.255330022
1256624,98271,533,6,"['rust', 'string', 'python', 'haskell', 'syntax']",3691,141,1055,2777,0.963349019,0.048940495,0.057699926,0.003275059,0.386400594
1374437,73439,1297,0,"['openmp', 'mpi', 'c++', 'c', 'parallel-processing']",937,191,269,859,0.962943974,0.552582267,0.096034246,0.007414615,0.221443206
885318,114610,903,28,"['c#', '.net', 'async-await', 'task-parallel-library', 'asynchronous']",1561,317,1128,750,0.915174383,0.074960493,0.044210597,0.002519001,0.242584346
1676363,195489,2574,8,"['android', 'kotlin', 'android-fragments', 'android-architecture-navigation', 'java']",902,118,116,904,0.965076013,0.356481118,0.139344218,0.001464167,0.339452909
1109,132121,781,34,"['ruby', 'amazon-athena', 'mongodb', 'ruby-on-rails', 'php']",557,152,164,545,0.869174998,0.238518131,0.125309255,0.011330343,0.338941476
1530814,44326,3036,47,"['ibm-mobilefirst', 'android', 'cordova', 'ios', 'worklight-studio']",1817,1449,1531,1735,0.805486679,0.855787951,0.036130204,0.066052493,0.411757698
