twitter_id,stackoverflow_id,location,question_count,answer_count,reputation,top_tags_answers,top_tags_question,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional range,Conservation,Openness to change,Hedonism,Self-enhancement,Self-transcendence
chandarah,527185,"['Hyderabad, India']",9,500,71213,"['jquery', 'javascript', 'sql', 'c#', 'html', 'mysql', 'php', 'sql-server', 'oracle', 'asp.net']","['nuget', 'apache-spark', 'apache-spark-standalone', 'vuejs2', 'vue-component', 'python', 'cloudify', 'cloudify-script-plugin', 'websphere', 'visual-studio']",0.76024482,0.501997464,0.146797749,0.077513175,0.25233481,0.187584032,0.380776423,0.19963226,0.275258645,0.321153209
ChenCravat,902497,"[""Around Raymond's neck, or in his closet""]",0,500,41697,"['c++', 'windows', 'winapi', 'c#', 'c', 'visual-c++', 'javascript', '.net', 'assembly', 'windows-8']",[],0.959122412,0.433279918,0.069382711,0.017449119,0.210430024,0.005048899,0.139598168,0.060966562,0.176529037,0.058128534
chrisdpratt,654031,"['Houston, TX']",51,500,194144,"['asp.net-core', 'c#', '.net-core', 'entity-framework-core', 'asp.net-core-mvc', 'asp.net', 'asp.net-mvc', 'asp.net-core-webapi', '.net', 'entity-framework']","['django', 'c#', 'asp.net-mvc', 'entity-framework', 'django-admin', 'asp.net-core', 'javascript', 'python', 'tsql', 'entity-framework-6']",0.951851858,0.613220965,0.421104007,0.046725164,0.059729092,0.049739745,0.149126829,0.15567952,0.151065647,0.048785508
chriskey,52201,"['Birmingham, UK']",35,500,42200,"['c#', 'asp.net', 'sql', 'sql-server', 'android', '.net', 'tsql', 'linq', 'sql-server-2008', 'sql-server-2005']","['c#', 'asp.net', '.net-2.0', '.net', 'sql-server', 'android', 'ajax', 'reflection', 'reporting-services', 'ssrs-2008']",0.662116592,0.22244639,0.142206657,0.030692523,0.412304913,0.077486422,0.279021497,0.197044872,0.26248014,0.187431138
chrpai,200936,"['Cedar Park, Texas']",26,500,51196,"['windows-installer', 'wix', 'installshield', 'c#', 'installation', 'windows', 'visual-studio', 'custom-action', '.net', 'wix3.11']","['c#', 'wix', 'windows-installer', 'installshield', 'concourse', 'wpf', '.net', 'msbuild', 'tfsbuild', 'tfs']",0.85522653,0.209702613,0.050371914,0.002894851,0.267528829,0.012801933,0.277980613,0.061676382,0.176652147,0.21998093
cirosantilli,895245,[''],128,500,213448,"['c++', 'c', 'linux', 'python', 'assembly', 'gdb', 'gcc', 'debugging', 'git', 'linux-kernel']","['gdb', 'assembly', 'gas', 'qemu', 'x86', 'c++', 'linux', 'buildroot', 'python', 'linux-kernel']",0.939858997,0.133299869,0.13758626,0.039772457,0.395854166,0.007181812,0.374431966,0.081917946,0.321565347,0.167893056
citizen428,220147,['Thailand'],4,500,61582,"['ruby', 'ruby-on-rails', 'arrays', 'regex', 'hash', 'string', 'python', 'ruby-on-rails-3', 'swift', 'haskell']","['haskell', 'crystal-lang', 'coding-style', 'pointfree', 'lisp', 'format']",0.886052507,0.183003585,0.094164309,0.024415317,0.530769748,0.015039032,0.548575032,0.179342893,0.442190301,0.235339521
cky944,13,"['Raleigh, NC']",10,500,198431,"['scheme', 'racket', 'java', 'lisp', 'c++', 'ruby', 'common-lisp', 'functional-programming', 'linux', 'list']","['language-agnostic', 'java', 'guava', 'ruby', 'performance', 'algorithm', 'unix', 'pi', 'jsr335', 'math']",0.789551221,0.330666351,0.246830337,0.048237693,0.279444358,0.027589873,0.316729033,0.179610184,0.386857614,0.204004877
cmsalvado,5445,['Cyberspace'],0,500,677900,"['javascript', 'jquery', 'c#', 'html', 'arrays', 'object', 'regex', '.net', 'oop', 'json']",[],0.957680079,0.167273352,0.06396714,0.002042585,0.461122914,0.007620877,0.316266408,0.122831997,0.338176536,0.078810046
cmyworld,361151,['Hyderabad'],12,500,41839,"['angularjs', 'javascript', 'angularjs-directive', 'angularjs-scope', 'angular', 'jasmine', 'html', 'jquery', 'unit-testing', 'typescript']","['c#', '.net', 'asp.net-mvc', 'asp.net', 'tfs', 'api', 'asp.net-web-api', 'api-versioning', 'office365', 'microsoft-graph-api']",0.678805008,0.701361216,0.128496856,0.079175987,0.192856561,0.19467361,0.340215806,0.088749528,0.273799377,0.202719186
cobbal,73681,[''],14,500,63999,"['objective-c', 'iphone', 'python', 'cocoa', 'javascript', 'jquery', 'macos', 'ios', 'html', 'c']","['objective-c', 'macos', 'c++', 'cocoa-touch', 'emacs', 'bash', 'gcc', 'cocoa', 'nsbutton', 'lisp']",0.930008881,0.095803775,0.026982491,0.0006461,0.554214952,0.001713992,0.310086018,0.102448732,0.238225589,0.221941481
cocoaphony,97337,"['Raleigh, NC']",24,500,231902,"['swift', 'ios', 'generics', 'swiftui', 'objective-c', 'xcode', 'json', 'protocols', 'encryption', 'macos']","['ios', 'python', 'django', 'swift', 'cocoa', 'objective-c', 'avfoundation', 'swift-package-manager', 'vuetify.js', 'core-audio']",0.944035097,0.075925309,0.042657674,0.010274845,0.394712671,0.004921186,0.555878945,0.164663823,0.52139632,0.261200739
codeguru42,1440565,"['Idaho, USA']",220,500,63230,"['python', 'java', 'javascript', 'git', 'reactjs', 'android', 'python-3.x', 'list', 'c++', 'arrays']","['android', 'java', 'python', 'testing', 'haskell', 'unit-testing', 'junit', 'git', 'swing', 'django']",0.855771562,0.59088311,0.110795775,0.039980082,0.247886753,0.102739502,0.442716423,0.126584128,0.319970292,0.302359008
codemwnci,449856,"['Wales, UK']",28,500,49500,"['playframework', 'java', 'playframework-1.x', 'php', 'playframework-2.0', 'javascript', 'jpa', 'scala', 'swing', 'templates']","['java', 'playframework', 'websocket', 'html', 'scala', 'json', 'svn', 'sql', 'jpa', 'spring-boot']",0.870590749,0.464303244,0.075455932,0.0264632,0.243604249,0.121014238,0.373676136,0.060954659,0.211615867,0.146536047
Codename_One,756809,[''],67,500,47615,"['codenameone', 'java', 'android', 'ios', 'css', 'image', 'sqlite', 'user-interface', 'json', 'eclipse']","['codenameone', 'java', 'android', 'intellij-plugin', 'ios', 'asciidoc', 'javafx', 'swing', 'netbeans', 'intellij-idea']",0.746128015,0.335116447,0.023071535,0.000435084,0.802264343,0.056840912,0.37191073,0.063694009,0.194555909,0.120254905
CodesInChaos,445517,"['Frankfurt, Germany']",8,500,96571,"['c#', '.net', 'encryption', 'cryptography', 'security', 'hash', 'algorithm', 'generics', 'random', 'java']","['c#', '.net', 'garbage-collection', '.net-assembly', 'assembly', 'floating-point', 'x86', 'x86-64', 'simd', 'rust']",0.922117543,0.053159109,0.109121223,0.000237248,0.20499596,0.000480453,0.29383079,0.122597403,0.213149113,0.069497289
CodingDoug,807126,"['Sunnyvale, CA']",11,500,177091,"['firebase', 'google-cloud-firestore', 'javascript', 'google-cloud-functions', 'android', 'firebase-authentication', 'firebase-realtime-database', 'firebase-security', 'node.js', 'flutter']","['firebase', 'firebase-cli', 'google-cloud-firestore', 'google-cloud-functions', 'firebase-security', 'kotlin', 'node.js', 'google-cloud-platform', 'google-cloud-storage', 'google-cloud-build']",0.870422919,0.368523895,0.201120947,0.026308423,0.358772274,0.050070751,0.604473123,0.15302169,0.671562345,0.266223564
coiscir,15031,"['Omaha, NE']",11,500,107100,"['javascript', 'node.js', 'jquery', 'express', 'html', 'json', 'ajax', 'arrays', 'mongodb', 'mongoose']","['javascript', 'url-rewriting', 'literals', 'instanceof', 'dom', 'object', 'sql', 'oracle', 'operators', 'php']",0.893895283,0.115030935,0.068466366,0.031492815,0.248244373,0.029290803,0.269057384,0.256578877,0.286024959,0.18173119
ColinEberhardt,249933,['United Kingdom'],74,500,62170,"['webassembly', 'javascript', 'c#', 'ios', 'swift', 'objective-c', 'windows-phone-7', 'wpf', 'd3.js', 'html']","['objective-c', 'ios', 'silverlight', 'windows-phone-7', 'swift', 'c#', 'javascript', 'windows-8', 'microsoft-metro', 'typescript']",0.94399557,0.222933295,0.147992707,0.042310388,0.369084854,0.012443028,0.463868211,0.097792481,0.190379635,0.16919513
ColinHebert,422597,[''],0,500,81931,"['java', 'regex', 'php', 'git', 'maven-2', 'intellij-idea', 'generics', 'javascript', 'android', 'arrays']",[],0.442499553,0.229947963,0.391321432,0.268781883,0.999357255,0.179460609,0.449969005,0.472289562,0.375866698,0.00071139
commonsguy,115145,"['PA, USA']",119,500,862839,"['android', 'kotlin', 'java', 'android-intent', 'android-studio', 'android-room', 'android-10.0', 'kotlin-coroutines', 'broadcastreceiver', 'storage-access-framework']","['android', 'android-gradle-plugin', 'android-7.0-nougat', 'android-camera', 'java', 'doppl', 'android-6.0-marshmallow', 'android-studio', 'android-permissions', 'android-databinding']",0.931105206,0.47059225,0.053052673,0.009159561,0.478187692,0.021199246,0.233188482,0.045971681,0.232965263,0.168025072
consulthys,4604579,"['Fully, Suisse']",5,500,141433,"['elasticsearch', 'kibana', 'logstash', 'elastic-stack', 'elasticsearch-aggregation', 'python', 'java', 'elasticsearch-query', 'node.js', 'filebeat']","['elasticsearch', 'regex', 'lucene', 'odata', 'analyzer', 'geojson', 'elasticsearch-geo-shape', 'elasticsearch-5', 'clockify', 'mapping']",0.677438522,0.62657031,0.468936443,0.007469222,0.133698151,0.023933577,0.232775555,0.05708861,0.152350542,0.073568829
coobirdnet,17172,[''],3,467,146878,"['java', 'swing', 'string', 'collections', 'image', 'user-interface', 'c', 'language-agnostic', 'c#', 'oop']","['security', 'functional-programming', 'language-agnostic', 'word-wrap', 'compiler-construction']",0.948021663,0.290805381,0.030062679,0.000178037,0.342876302,0.00446052,0.259444911,0.05477159,0.12773338,0.105171735
coreyward,203130,"['Austin, TX']",20,500,61554,"['ruby-on-rails', 'ruby', 'reactjs', 'javascript', 'gatsby', 'css', 'html', 'activerecord', 'ruby-on-rails-4', 'graphql']","['ruby-on-rails', 'ruby', 'ruby-on-rails-3', 'activerecord', 'validation', 'heroku', 'routing', 'graphql', 'gatsby', 'sanity']",0.93952463,0.198486067,0.204165109,0.013252734,0.270363837,0.004846153,0.474146189,0.14998433,0.360950002,0.199253622
corsikaPoker,330057,"['Calgary, Alberta']",97,500,73867,"['java', 'arrays', 'algorithm', 'string', 'multithreading', 'swing', 'c#', 'sockets', 'android', 'sorting']","['java', 'hibernate', 'eclipse', 'sql', 'oracle', 'tomcat', 'javascript', 'orm', 'ant', 'servlets']",0.737517346,0.316237517,0.304754611,0.022753795,0.220567133,0.054856431,0.374282121,0.308894907,0.595932828,0.116352583
cowburn,113938,"['Edinburgh, Scotland']",4,500,46809,"['php', 'xml', 'yql', 'arrays', 'simplexml', 'regex', 'json', 'date', 'xpath', 'spl']","['github', 'sql', 'postgresql', 'optimization', 'join', 'javascript', 'filter', 'e4x', 'json', 'api']",0.794862753,0.266038025,0.060452506,0.027460747,0.540637076,0.035955457,0.241503789,0.104881586,0.277380472,0.172767772
craig2ndq,398670,['Western Australia'],69,500,237166,"['postgresql', 'sql', 'database', 'java', 'python', 'psql', 'psycopg2', 'mysql', 'transactions', 'c']","['c', 'postgresql', 'windows', 'java', 'java-ee-6', 'jenkins', 'maven', 'jakarta-ee', 'glassfish', 'jenkins-pipeline']",0.829251396,0.057984075,0.095805536,0.001317827,0.500509785,0.001982412,0.332352717,0.108394033,0.246876884,0.192696753
craigstuntz,7714,"['Columbus, OH']",13,500,122440,"['entity-framework', 'c#', 'entity-framework-4', 'asp.net-mvc', '.net', 'linq-to-entities', 'asp.net-mvc-3', 'linq', 'asp.net', 'entity-framework-4.1']","['visual-studio', 'visual-studio-2008', 'debugging', 'ruby', 'java', 'javascript', 'unit-testing', 'windows-vista', 'webdev.webserver', 'sinatra']",0.969788981,0.49883206,0.130902682,0.020451536,0.182698731,0.006453771,0.314360635,0.065024614,0.211332133,0.125400813
CrshOverride,84651,"['Bellefonte, PA']",12,500,223111,"['c#', 'javascript', '.net', 'angularjs', 'linq', 'asp.net', 'jquery', 'java', 'arrays', 'json']","['c#', '.net', 'javascript', 'wcf', 'json', 'asp.net', 'dblinq', 'angularjs', 'unit-testing', 'qunit']",0.882492751,0.200705471,0.141260179,0.018225876,0.305311632,0.037847276,0.519971762,0.254198813,0.480921337,0.310504514
csgillespie,203420,"['Newcastle Upon Tyne, England']",28,500,51615,"['r', 'ggplot2', 'plot', 'dataframe', 'power-law', 'statistics', 'function', 'vector', 'list', 'matrix']","['r', 'ggplot2', 'oop', 'r-s3', 'latex', 'r-s4', 'knitr', 'sweave', 'graphics', 'c']",0.744330134,0.333866512,0.108478433,0.019731191,0.508246446,0.01679533,0.395581041,0.117672264,0.43507323,0.123276175
cuongln,783681,"['London, England']",78,500,66575,"['c#', 'linq', '.net', 'asp.net', 'asp.net-web-api', 'list', 'asp.net-mvc', 'entity-framework', 'generics', 'arrays']","['c#', 'azure', 'powerbi', 'javascript', 'asp.net-web-api', 'azure-active-directory', 'asp.net-mvc', 'azure-sql-database', 'sql-server', 'sql']",0.852358651,0.160707729,0.0788516,0.002201865,0.752405175,0.01397805,0.416024403,0.034960205,0.158671716,0.25611403
curioustushar,2224265,"['shimla,rampur bsr.(h.p) India']",5,500,45764,"['jquery', 'javascript', 'html', 'css', 'ajax', 'php', 'node.js', 'forms', 'checkbox', 'jquery-selectors']","['jquery', 'javascript', 'html', 'regex', 'string', 'camelcasing', 'css', 'twitter-bootstrap', 'responsive-design', 'google-chrome']",0.661077866,0.495045988,0.175888937,0.043373945,0.478056567,0.07270766,0.280080375,0.157055898,0.268353098,0.263150571
cvtsi2sd,214671,"['Milan, Italy']",21,500,110688,"['c++', 'c', 'python', 'assembly', 'qt', 'windows', 'gcc', 'c++11', 'linux', 'x86']","['c++', 'c++11', 'qt', 'windows', 'assembly', 'x86', 'python', 'language-lawyer', 'linux', 'c']",0.938574129,0.174270423,0.07900679,0.011953191,0.237812206,0.003990856,0.530496033,0.201859026,0.420945999,0.169636561
cwallenpoole,57191,['NJ'],69,500,68321,"['python', 'php', 'mysql', 'django', 'javascript', 'python-3.x', 'codeigniter', 'python-2.7', 'sql', 'html']","['php', 'python', 'sitecore', 'oracle', 'mysql', 'c#', 'apache-flex', 'phpunit', 'git', 'c++']",0.9254084,0.193305686,0.101094917,0.002030938,0.285727983,0.002523109,0.46660945,0.059710121,0.291271437,0.211089292
czaszo,542270,[''],66,500,64358,"['gradle', 'groovy', 'java', 'build.gradle', 'rest', 'spock', 'android', 'gradle-plugin', 'build', 'json']","['java', 'spring-boot', 'spring', 'groovy', 'jpa', 'vavr', 'rest', 'spock', 'gradle', 'generics']",0.550158817,0.305988783,0.07916071,0.083482969,0.511753318,0.355865544,0.58927426,0.242699693,0.622765175,0.355369771
daguej,201952,"['San Francisco, CA']",33,500,118180,"['node.js', 'javascript', 'express', 'jquery', 'html', 'socket.io', 'http', 'windows', 'npm', 'css']","['node.js', 'c#', 'javascript', 'windows', 'winapi', 'smtp', 'c++', 'v8', 'libuv', 'iis']",0.825584143,0.386340088,0.513419528,0.064348416,0.627141107,0.038180753,0.418445963,0.276925576,0.421028554,0.222093128
dahlbyk,54249,"['Cedar Rapids, IA']",12,500,62689,"['c#', 'linq', 'git', '.net', 'asp.net', 'sharepoint', 'linq-to-sql', 'powershell', 'asp.net-mvc', 'xml']","['c#', 'linq', '.net', 'debugdiag', 'debug-diagnostic-tool', 'android', 'intentfilter', 'typescript', 'babylonjs', 'git']",0.911930058,0.347633636,0.236688091,0.031871333,0.224743807,0.012346651,0.448894316,0.1029724,0.260632352,0.187901364
daijdjan,420303,"['Redwood City, California']",32,500,45942,"['ios', 'objective-c', 'swift', 'xcode', 'iphone', 'macos', 'cocoa', 'core-data', 'c', 'java']","['swift', 'ios', 'macos', 'objective-c', 'xcode', 'cocoa', 'xml', 'xsd', 'core-data', 'corewlan']",0.805321907,0.086815736,0.055606616,0.006085747,0.753554555,0.008953169,0.390127485,0.23008668,0.276849277,0.196873176
DanielHilgarth,572644,['Germany'],166,500,154286,"['c#', '.net', 'linq', 'javascript', 'reactjs', 'wpf', 'sql', 'typescript', 'generics', 'angular']","['c#', '.net', 'nhibernate', 'fluent-nhibernate', 'javascript', 'typescript', 'wpf', 'css', 'git', 'html']",0.949054954,0.205927566,0.070687677,0.003857688,0.485536888,0.005442613,0.263026791,0.055715074,0.191789995,0.185411962
danielroseman,104349,"['London, UK']",7,500,515216,"['django', 'python', 'python-3.x', 'django-models', 'django-views', 'django-forms', 'django-templates', 'django-rest-framework', 'html', 'flask']","['python', 'angularjs', 'angularjs-directive', 'instagram', 'csv', 'git']",0.790211186,0.184483289,0.161325916,0.02105478,0.492101593,0.019656499,0.165459608,0.098889652,0.203687958,0.166220812
DanielVerite,238814,['France'],5,500,45728,"['postgresql', 'sql', 'php', 'database', 'psql', 'plpgsql', 'postgresql-9.1', 'postgresql-9.2', 'pdo', 'ubuntu']","['perl', 'postgresql', 'php', 'apache', 'environment-variables', 'user-defined-functions', 'regex', 'qt', 'unicode']",0.624167719,0.4340255,0.454383884,0.119199309,0.954799233,0.213233287,0.141118004,0.384169011,0.330591442,0.016309792
dannygratzer,784338,"['Aarhus, Denmark.']",27,500,47993,"['haskell', 'monads', 'functional-programming', 'scheme', 'types', 'list', 'c++', 'python', 'typeclass', 'recursion']","['c++', 'java', 'algorithm', 'perl', 'data-structures', 'coq', 'pointers', 'iterator', 'types', 'primes']",0.96025662,0.070167522,0.045463549,0.013948863,0.58957677,0.002367609,0.594427119,0.164959108,0.521216259,0.348189894
dan_abramov,458193,['he/him'],153,500,224447,"['reactjs', 'javascript', 'redux', 'c#', 'create-react-app', 'ios', 'xamarin.ios', '.net', 'react-router', 'node.js']","['xamarin.ios', 'c#', 'javascript', 'ios', 'django', 'xamarin', 'python', 'reactjs', 'django-1.3', 'sharepoint']",0.953089586,0.078192713,0.056425106,0.037194077,0.420404133,0.005141347,0.67405013,0.176250508,0.464231115,0.340132359
dan_tao,105570,['Austin'],268,500,114865,"['c#', '.net', 'javascript', 'vb.net', 'ruby', 'java', 'linq', 'string', 'generics', 'arrays']","['.net', 'c#', 'vb.net', 'ruby', 'performance', 'language-agnostic', 'multithreading', 'winforms', 'ruby-on-rails', 'javascript']",0.97922732,0.177100973,0.249079574,0.055578361,0.347127822,0.003274824,0.366085055,0.076190517,0.22080568,0.204294319
darkestspirit,3670737,[''],1,260,14154,"['c#', 'asp.net-web-api', 'asp.net', 'asp.net-web-api2', 'asp.net-mvc', '.net', 'json', 'asp.net-core', 'entity-framework', 'owin']","['c#', 'asp.net', 'iis', 'owin', 'iis-express']",0.965084066,0.009127463,0.194389745,0.021200616,0.07875896,9.50E-05,0.5741119,0.020662146,0.000991794,0.106833765
darrel_miller,6819,"['Montreal, QC']",24,500,124269,"['asp.net-web-api', 'c#', 'rest', 'dotnet-httpclient', 'microsoft-graph-api', 'azure-api-management', 'asp.net', 'asp.net-mvc', '.net', 'http']","['rest', 'asp.net-core', 'xml', 'http', '.net', 'sql', 'media-type', 'sql-server', 'caching', 'dotnet-httpclient']",0.883573573,0.127452072,0.075221243,0.011434343,0.333746389,0.014417765,0.494973194,0.150099679,0.492373357,0.21501556
darrenkopp,77,"['North Potomac, MD']",3,408,67667,"['c#', 'asp.net', '.net', 'sql', 'sql-server', 'linq', 'android', 'nhibernate', 'javascript', 'reflection']","['c#', 'winforms', 'data-binding', 'php', 'python', 'ruby', 'dependency-injection', 'domain-driven-design', 'repository-pattern', 'decorator-chaining']",0.849785635,0.206513773,0.106876138,0.021430843,0.299385841,0.017302534,0.24950977,0.148648801,0.2984158,0.19922678
dasblinkenlight,335858,[''],26,500,653845,"['c#', 'java', 'c', 'c++', 'sql', 'linq', 'arrays', '.net', 'string', 'mysql']","['c#', '.net', 'swift', 'appdomain', 'ios', 'nuget', 'c', 'objective-c', 'uiview', 'ajax']",0.823877689,0.569216085,0.15810845,0.164708464,0.278798258,0.069641632,0.152402308,0.188457408,0.185671001,0.090477373
dasMulli,784387,"['Wien, Österreich']",4,500,67290,"['.net-core', 'msbuild', 'c#', '.net', 'nuget', 'asp.net-core', 'csproj', 'visual-studio', 'visual-studio-2017', '.net-standard']","['asp.net-core', '.net-core', 'csproj', 'asp.net-core-2.1', '.net', 'asp.net-core-3.0', 'testing', 'kestrel-http-server', 'nuget', '.net-core-2.0']",0.772226595,0.028958107,0.077985283,0.00398657,0.920507398,0.004804394,0.551874723,0.331230606,0.514860399,0.219778493
datenwolf,524368,['Somewhere in the Virgo Cluster'],31,500,143606,"['opengl', 'c++', 'c', 'linux', 'graphics', 'glsl', 'python', 'opengl-es', 'qt', 'glfw']","['qt', 'c', 'qt4', 'c++', 'linux', 'windows', 'widget', 'language-lawyer', 'system-calls', 'haskell']",0.8564064,0.031123811,0.125117232,0.083749522,0.994361404,0.011564381,0.664591596,0.658731684,0.403494202,0.363379682
datibbaw,1338292,"['iPhone: 1.358907,103.831146']",17,500,155740,"['php', 'javascript', 'jquery', 'arrays', 'html', 'regex', 'mysql', 'json', 'ruby', 'sorting']","['ios', 'objective-c', 'php', 'amazon-ec2', 'ios8', 'javascript', 'android', 'amazon-web-services', 'amazon-s3', 'interface']",0.883342078,0.560027738,0.099990529,0.017740401,0.171893554,0.061390799,0.284409823,0.171739563,0.295595878,0.162702995
davedelong,115730,['Utah'],25,500,236825,"['objective-c', 'ios', 'iphone', 'cocoa', 'xcode', 'nspredicate', 'cocoa-touch', 'macos', 'core-data', 'nsdate']","['objective-c', 'cocoa', 'c', 'macos', 'apache', 'nspredicateeditor', 'graph', 'graphviz', 'dot', 'authentication']",0.87441194,0.185943549,0.090626997,0.024329913,0.368074806,0.032001423,0.513700036,0.220252271,0.583946455,0.275362283
DavidEGrayson,28128,"['Las Vegas, NV']",36,500,67021,"['usb', 'ruby', 'msys2', 'c++', 'c', 'avr', 'windows', 'linux', 'gcc', 'mingw']","['ruby', 'c++', 'visual-studio', 'windows', 'c#', 'qt', 'msys2', 'winforms', 'mono', 'haskell']",0.906595347,0.734527444,0.239260402,0.067942393,0.296503008,0.061409549,0.238435293,0.096538549,0.094278005,0.118241655
davidheff,505088,['Ulverston'],84,500,556634,"['delphi', 'winapi', 'c#', 'c++', 'windows', 'pinvoke', 'dllimport', 'dll', 'c', '.net']","['delphi', 'winapi', 'delphi-xe2', 'windows', 'python', 'c', 'delphi-xe7', 'python-2.7', 'ctypes', 'matlab']",0.909949562,0.433672338,0.208738878,0.076277091,0.306201621,0.036832396,0.258895348,0.097175846,0.176442837,0.063548439
davidpdonahue,328193,[''],87,500,167621,"['c#', 'javascript', 'jquery', 'php', 'html', 'asp.net-mvc', 'asp.net', 'mysql', 'ajax', 'reactjs']","['c#', '.net', 'javascript', 'structuremap', 'windows-store-apps', 'jqgrid', 'unit-testing', 'asp.net', 'dependency-injection', 'asp.net-mvc-4']",0.921770779,0.207823243,0.068219395,0.002832399,0.323798431,0.00432476,0.320576453,0.062877439,0.263348418,0.213926591
davidronnqvist,608157,"['Cupertino, CA']",2,500,53843,"['ios', 'objective-c', 'core-animation', 'swift', 'iphone', 'scenekit', 'calayer', 'core-graphics', 'xcode', 'animation']","['swift', 'generics', 'swift2', 'ios', 'objective-c', 'avfoundation', 'qtkit']",0.935978183,0.09929335,0.037314706,0.028165279,0.423877368,0.005504473,0.513686419,0.124281889,0.366220578,0.27210567
david_syer,1259109,['London'],2,500,49637,"['spring-boot', 'spring', 'java', 'spring-security', 'spring-security-oauth2', 'spring-cloud', 'spring-mvc', 'oauth-2.0', 'tomcat', 'rest']","['java', 'spring', 'byte-buddy', 'travis-ci']",0.850924197,0.441794516,0.142184978,0.044108994,0.30673803,0.074687642,0.529536676,0.150211324,0.460750255,0.205632393
davintryon,781707,['London'],7,500,59690,"['javascript', 'reactjs', 'angularjs', 'redux', 'node.js', 'html', 'arrays', 'promise', 'angularjs-directive', 'c#']","['c#', 'javascript', 'asp.net-mvc', 'react-native', 'transactions', 'rabbitmq', 'reactjs', 'jestjs', 'git', 'git-tfs']",0.925012,0.647828294,0.077633267,0.015213975,0.123750155,0.06812951,0.449685368,0.105405863,0.212183727,0.206813238
davorg,7231,"['London, UK']",3,500,57725,"['perl', 'regex', 'arrays', 'hash', 'linux', 'cgi', 'html', 'mysql', 'bash', 'shell']","['google-apps-script', 'google-sheets', 'sqlite', 'utc', 'localtime', 'html', 'css']",0.875494274,0.177693928,0.071369108,0.104389861,0.559147788,0.027634899,0.146488343,0.096529951,0.222727103,0.163704049
davsclaus,406429,['Denmark'],2,500,51138,"['apache-camel', 'java', 'spring-boot', 'spring', 'spring-camel', 'activemq', 'jbossfuse', 'apache', 'blueprint-osgi', 'apache-servicemix']","['jclouds', 'jetty', 'jmx']",0.879525986,0.562324363,0.171131969,0.029950119,0.443287766,0.112658172,0.460177669,0.145840676,0.416029302,0.200248424
dazabani,330644,['≡ƒÅ│∩╕ÅΓÇìΓÜº∩╕Å'],111,500,69656,"['javascript', 'html', 'php', 'jquery', 'css', 'c', 'mysql', 'c++', 'linux', 'regex']","['c', 'javascript', 'linux', 'php', 'cgi', 'ubuntu', 'python', 'c++', 'html', 'gtk']",0.888145413,0.168929313,0.066683026,0.003366401,0.358882992,0.012331647,0.446390109,0.18679338,0.356870295,0.293553928
dbush,1687119,"['London, UK']",13,500,138842,"['c', 'pointers', 'arrays', 'c++', 'struct', 'sockets', 'malloc', 'string', 'memory', 'function']","['c', 'java', 'language-lawyer', 'spring', 'spring-boot', 'pointers', 'ios', 'apple-push-notifications', 'linux', 'gcc']",0.863089003,0.748416023,0.178075185,0.139190307,0.258970285,0.175527629,0.389314226,0.123214684,0.220863458,0.168795195
dcaunt,80425,"['London, United Kingdom']",15,421,55008,"['php', 'zend-framework', 'android', 'ios', 'objective-c', 'javascript', 'mysql', 'css', 'html', 'afnetworking-2']","['android', 'php', 'objective-c', 'zend-framework', 'mysql', 'ios', 'video-streaming', 'http-live-streaming', 'xcode', 'assets']",0.851828368,0.568304068,0.152052992,0.034597649,0.289772367,0.068821244,0.363875395,0.140914237,0.336934511,0.162080025
dcsobral,53013,"['40.020903, -105.254365']",84,500,278005,"['scala', 'java', 'types', 'sbt', 'functional-programming', 'scala-collections', 'generics', 'list', 'reflection', 'bash']","['scala', 'java', 'sbt', 'maven', 'scala-2.10', 'git', 'jenkins', 'deployment', 'macros', 'reflection']",0.939247705,0.150632105,0.082767371,0.003840066,0.309979793,0.007307811,0.384302184,0.124375262,0.428536526,0.178980132
DeborahKurata,1647604,"['Pleasanton, CA']",24,500,41351,"['angular', 'typescript', 'rxjs', 'javascript', 'angular6', 'observable', 'angular-reactive-forms', 'angular5', 'html', 'angular-routing']","['angularjs', 'angular', 'typescript', 'visual-studio-code', 'asp.net', 'visual-studio', 'asp.net-web-api', 'twitter-bootstrap', 'visual-studio-2015', 'javascript']",0.818215387,0.686568661,0.259879118,0.257729781,0.329759833,0.238897626,0.490030563,0.135397211,0.506537444,0.348598846
deceze,476,['Silly Cone Valley'],79,500,448794,"['python', 'php', 'javascript', 'python-3.x', 'datetime', 'oop', 'html', 'list', 'json', 'django']","['python', 'php', 'mysql', 'cakephp', 'python-3.x', 'autobahn', 'webrtc', 'crossbar', 'cookies', 'javascript']",0.880787963,0.02618997,0.097385424,0.017910758,0.834256875,0.003302067,0.651234955,0.39727029,0.541234915,0.303600857
dekelbr,5037551,[''],11,500,50152,"['javascript', 'html', 'jquery', 'reactjs', 'css', 'material-ui', 'php', 'python', 'twitter-bootstrap', 'regex']","['reactjs', 'javascript', 'css', 'material-ui', 'arrays', 'sorting', 'flexbox', 'dom-events', 'autocomplete', 'modal-dialog']",0.90577624,0.792815249,0.313330234,0.129845795,0.068532361,0.036829014,0.330393363,0.066900483,0.248646874,0.184072099
