twitter_id,stackoverflow_id,question_count,answer_count,reputation,answer_tag,question_tag,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,preferred_tags1,preferred_tags2,preferred_tags3,micro-oop,oop,web-pro,database,mobile,statistic,other
deryni,258523,6,500,65090,"['bash', 'makefile', 'shell', 'linux', 'gnu-make', 'lua', 'awk', 'unix', 'rpm', 'sed']","['bash', 'shell', 'powershell', 'sh', 'variable-expansion', 'posix', 'ksh', 'arithmetic-expressions', 'css', 'fonts']",0.899585765,0.212794441,0.058507121,0.007757708,0.32313009,os,os,0,0,0,0,0,0,0,1
der_padde,192702,41,500,47984,"['ruby', 'elixir', 'ruby-on-rails', 'phoenix-framework', 'ruby-on-rails-4', 'sinatra', 'activerecord', 'ruby-on-rails-3', 'rspec', 'arrays']","['c++', 'ruby-on-rails', 'ruby', 'jquery', 'arrays', 'macos', 'opengl', 'ajax', 'css', 'actionscript-3']",0.86995311,0.20920895,0.142051741,0.068703887,0.851958065,ruby,ruby,c,0,1,1,0,0,0,0
deurdrang,358679,4,500,61404,"['php', 'mysql', 'regex', 'arrays', 'sql', 'bash', 'apache', 'xml', 'xpath', 'database']","['language-agnostic', 'google-admin-sdk', 'google-email-settings-api', 'google-email-migration', 'node.js', 'rest', 'soap', 'web-services', 'xml-rpc', 'algorithm']",0.671717188,0.224625185,0.171749368,0.116181389,0.657035276,php,mysql,.net,1,0,1,1,0,0,0
developersimmo,1517578,11,500,54250,"['c#', 'rust', 'go', '.net', 'asp.net-mvc', 'asp.net', 'string', 'winforms', 'linq', 'regex']","['c#', 'rust', 'assembly', '64-bit', 'nasm', 'c++', 'windows-8', 'clippy', 'tail', 'windows']",0.669380543,0.173600028,0.049771833,0.069454614,0.438285989,c#,c#,go,1,0,0,0,0,1,0
devunwired,246461,27,500,58967,"['android', 'android-things', 'java', 'google-smart-home', 'android-layout', 'actions-on-google', 'raspberry-pi3', 'android-listview', 'listview', 'bluetooth']","['android', 'google-beacon-platform', 'iphone', 'android-things', 'resources', 'eclipse', 'actions-on-google', 'google-smart-home', 'uitableview', 'uiscrollview']",0.856670157,0.377743397,0.118385612,0.01321971,0.37456766,android,0,0,0,0,0,0,1,0,0
dev_el_ops,4918,39,436,52910,"['c#', '.net', 'wpf', 'linux', 'sql', 'java', 'asp.net', 'php', 'database', 'mysql']","['.net', 'wpf', 'c#', 'xaml', 'dictionary', 'assemblies', 'clr', 'data-binding', 'unit-testing', 'language-agnostic']",0.875050429,0.081363531,0.1533704,0.017785727,0.678813695,c#,.net,asp.net,1,0,0,0,0,0,0
dfacastro,857807,52,500,54813,"['c#', '.net', 'scala', 'multithreading', 'linq', 'generics', 'unit-testing', 'moq', 'list', 'async-await']","['c#', '.net', 'scala', 'functional-programming', 'haskell', 'ruby-on-rails-3', 'css', 'xaml', 'multithreading', 'windows-runtime']",0.917079325,0.156069851,0.113751174,0.029303008,0.299542093,c#,.net,scala,1,0,0,0,0,1,0
dfourthi,1903116,21,500,191295,"['javascript', 'python', 'list', 'python-2.7', 'arrays', 'node.js', 'dictionary', 'string', 'python-3.x', 'ecmascript-6']","['javascript', 'node.js', 'python', 'node-modules', 'web.py', 'cookies', 'apache', 'git', 'tags', 'branch']",0.816845994,0.322680393,0.050678431,0.01409423,0.337678485,javascript,python,node.js,0,1,1,0,0,0,0
dfsq,949476,0,500,177014,"['javascript', 'angularjs', 'jquery', 'html', 'reactjs', 'angular', 'vue.js', 'css', 'promise', 'arrays']",[],0.943131268,0.295605597,0.092973895,0.009838401,0.720898942,javascript,angularjs,jquery,0,0,1,0,0,0,0
dhirajmahapatro,2051952,0,500,44806,"['groovy', 'grails', 'angularjs', 'java', 'spock', 'gorm', 'unit-testing', 'json', 'xml', 'javascript']",[],0.806877681,0.363136527,0.214674103,0.053964059,0.229885541,java,angularjs,angularjs,0,1,1,0,0,0,0
didier_06,1114486,0,500,59742,"['redis', 'go', 'node.js', 'nosql', 'python', 'mongodb', 'caching', 'mysql', 'performance', 'database']",[],0.929196273,0.386751793,0.2052842,0.008616168,0.372721409,0,go,node.js,0,0,1,0,0,1,0
DietrichEpp,82294,17,500,171340,"['python', 'c', 'c++', 'opengl', 'git', 'haskell', 'linux', 'gcc', 'python-3.x', 'c++11']","['c#', 'c', 'mono', 'opengl', 'gcc', 'windows', 'macos', 'linux', 'unix', 'python']",0.922483411,0.076698653,0.034559927,0.00049432,0.435070614,python,c,os,0,1,0,0,0,0,1
dirvo,40347,20,500,155742,"['c#', 'ms-word', '.net', 'vba', 'ms-office', 'vsto', 'xml', 'visual-studio', 'excel', 'vb.net']","['c#', 'windows', 'performance', '.net', 'process', 'wpf', 'wix', 'struct', 'immutability', 'mutable']",0.889837107,0.542460686,0.111912273,0.018609271,0.359172437,c#,.net,0,1,0,0,0,0,0,0
distantcam,3820,32,351,62614,"['c#', 'wpf', '.net', 'mvvm', 'linq', 'xaml', 'data-binding', 'prism', 'design-patterns', 'events']","['.net', 'c#', 'wpf', 'data-binding', 'xaml', 'linq', 'design-patterns', 'mvvm', 'protocol-buffers', 'vb.net']",0.907967395,0.074888932,0.085288216,0.007414004,0.370364092,c#,asp.net,.net,1,0,0,0,0,0,0
djacquel,1548376,1,500,44148,"['jekyll', 'liquid', 'github-pages', 'ruby', 'github', 'html', 'markdown', 'css', 'jekyll-theme', 'javascript']","['symfony', 'configuration', 'sonata-admin']",0.445354054,0.265353775,0.424380081,0.264177703,0.998465993,0,0,github,0,0,0,0,0,0,1
dmakogon,272109,0,500,62312,"['azure', 'azure-cosmosdb', 'azure-storage', 'azure-storage-blobs', 'azure-web-sites', 'c#', 'mongodb', 'azure-cosmosdb-sqlapi', 'neo4j', 'azure-table-storage']",[],0.829241937,0.097522579,0.26540144,0.074273854,0.444830526,0,0,0,0,0,0,0,0,0,0
dmarkow,424300,1,500,114255,"['ruby-on-rails', 'ruby', 'ruby-on-rails-3', 'ruby-on-rails-4', 'rubymotion', 'rspec', 'activerecord', 'ruby-on-rails-3.1', 'ruby-on-rails-3.2', 'ios']",['ember.js'],0.884453336,0.463846858,0.226140434,0.059016814,0.357351764,ruby,ruby,ruby,0,0,1,0,0,0,0
dmwit13,791604,23,500,118455,"['haskell', 'functional-programming', 'monads', 'types', 'list', 'typeclass', 'ghc', 'io', 'recursion', 'functor']","['haskell', 'exception', 'zsh', 'typeclass', 'types', 'generics', 'deriving', 'integer-arithmetic', 'sudo', 'c++']",0.982801307,0.334483012,0.186689692,0.022368734,0.179654707,c,python,0,0,1,0,0,0,0,0
domenic,3191,109,500,95788,"['javascript', 'jquery', 'c#', 'html', 'css', '.net', 'node.js', 'dom', 'promise', 'asp.net']","['javascript', '.net', 'node.js', 'wpf', 'c#', 'jquery', 'html', 'css', 'data-binding', 'winforms']",0.93572971,0.116066833,0.044117199,0.004203639,0.370670044,javascript,jquery,c#,1,0,1,0,0,0,0
dominicrodger,20972,66,500,86294,"['django', 'php', 'python', 'django-models', 'html', 'javascript', 'css', 'jquery', 'mysql', 'django-admin']","['django', 'c++', 'python', 'javascript', 'django-models', 'django-admin', 'sql', 'regex', 'html', 'django-templates']",0.852812943,0.15876943,0.120369003,0.093334445,0.325087519,django,python,0,0,1,1,0,0,0,0
donalfellows,301832,4,500,113650,"['tcl', 'tk', 'expect', 'python', 'tkinter', 'c', 'list', 'regex', 'bash', 'tclsh']","['maven-2', 'maven-assembly-plugin', 'c', 'pthreads', 'signals', 'llvm', 'intrinsics', 'osgi', 'command-line-arguments']",0.961610658,0.444548857,0.111784827,0.014888604,0.250344136,c,sql,0,0,1,0,1,0,0,0
donsbot,83805,3,500,132797,"['haskell', 'functional-programming', 'ghc', 'types', 'performance', 'data-structures', 'scala', 'lazy-evaluation', 'monads', 'cabal']","['haskell', 'concurrency', 'functional-programming', 'multicore', 'parallel-processing', 'python', 'list', 'higher-order-functions', 'compiler-construction', 'agda']",0.922925688,0.293085688,0.201329043,0.009114406,0.416518767,c,c,0,0,1,0,0,0,0,0
dot_NET_Junkie,264697,56,500,144217,"['c#', 'dependency-injection', 'simple-injector', '.net', 'ioc-container', 'inversion-of-control', 'asp.net-core', '.net-core', 'autofac', 'unity-container']","['c#', '.net', 'dependency-injection', 'ioc-container', 'autofac', 'visual-studio', 'asp.net-web-api', 'asp.net', 'entity-framework', 'visual-studio-2015']",0.932372153,0.718047001,0.168680552,0.053397197,0.14914942,c#,0,.net,1,0,0,0,0,0,0
dougneiner,152083,5,500,60352,"['jquery', 'javascript', 'css', 'html', 'php', 'ajax', 'ruby-on-rails', 'dom', 'mysql', 'jquery-plugins']","['javascript', 'flash', 'actionscript-3', 'bytearray', 'externalinterface', 'ruby-on-rails', 'ruby', 'string', 'objective-c', 'ios']",0.787855852,0.591035027,0.530713344,0.458358178,0.146007664,javascript,ruby,jquery,0,0,1,0,0,0,0
downwind,477878,1,500,156727,"['sql', 'mysql', 'sql-server', 'php', 'c#', 'sqlite', 'python', 'postgresql', 'java', 'oracle']","['c#', 'linq', 'dynamic', 'var']",0.501954833,0.1463785,0.082813267,0.012149426,0.550126584,c#,sql,mysql,1,0,0,1,0,0,0
dr2050,8047,378,421,62498,"['ios', 'objective-c', 'iphone', 'swift', 'java', 'ruby-on-rails', 'xcode', 'cocoa-touch', 'git', 'php']","['objective-c', 'ios', 'ruby-on-rails', 'ruby', 'java', 'iphone', 'xcode', 'git', 'syntax', 'php']",0.93046083,0.309831782,0.270988099,0.037789276,0.400949258,ios,objective-c,ios,0,0,0,0,1,0,0
drewag,661853,36,432,84570,"['swift', 'ios', 'objective-c', 'iphone', 'xcode', 'uitableview', 'arrays', 'xcode6', 'ios8', 'cocoa-touch']","['swift', 'ios', 'c++', 'objective-c', 'uikit', 'linker', 'static-libraries', 'macos', 'gcc', 'shared-libraries']",0.943711843,0.208012209,0.09536013,0.009793561,0.348963806,swift,ios,objective-c,0,0,0,0,1,0,0
drewnoakes,24874,307,500,248029,"['c#', '.net', 'wpf', 'javascript', 'exif', 'java', 'metadata-extractor', 'xaml', 'html', 'visual-studio']","['.net', 'c++', 'wpf', 'javascript', 'c#', 'c++11', 'java', 'clojure', 'asp.net-mvc', 'html']",0.950359531,0.296982369,0.105795741,0.021386004,0.262421699,c#,.net,asp.net,1,0,0,0,0,0,0
drmikeando,221955,68,500,55653,"['c++', 'java', 'rust', 'python', 'math', 'c', 'git', 'algorithm', 'templates', 'design-patterns']","['c++', 'java', 'rust', 'c', 'lua', 'gdb', 'fortran', 'fortran-iso-c-binding', 'scons', 'c#']",0.937499892,0.253601647,0.069970878,0.001766365,0.577211906,c++,java,c#,1,1,0,0,0,0,0
drob,712603,12,500,67451,"['r', 'python', 'ggplot2', 'dplyr', 'list', 'dataframe', 'plot', 'string', 'function', 'statistics']","['r', 'ggplot2', 'knitr', 'dplyr', 'statistics', 'plotly', 'flexdashboard', 'django', 'drupal', 'cryptography']",0.945632843,0.440261944,0.217038969,0.055147527,0.349564125,r,r,r,0,0,0,0,0,1,0
dtmilano,236465,0,500,54875,"['android', 'bash', 'shell', 'linux', 'android-uiautomator', 'python', 'adb', 'java', 'androidviewclient', 'sqlite']",[],0.537842924,0.745569414,0.005392793,0.001396924,0.838860287,android,os,os,0,0,0,0,1,0,1
duskwuff,149341,3,500,164344,"['c', 'php', 'python', 'javascript', 'linux', 'mysql', 'macos', 'html', 'perl', 'assembly']","['embedded', 'html', 'css', 'arm', 'stm32', 'compression', 'fpga', 'lossless-compression']",0.945955599,0.023071432,0.064097356,0.003611863,0.315478516,html,c,php,0,1,1,0,0,0,0
dvassallo,222908,0,500,298095,"['javascript', 'mysql', 'google-maps', 'sql', 'php', 'jquery', 'google-maps-api-3', 'html', 'ajax', 'amazon-web-services']",[],0.908822151,0.145398174,0.103989344,0.062180928,0.205722076,javascript,mysql,0,0,0,1,1,0,0,0
dvtng,405143,8,500,83446,"['jquery', 'javascript', 'html', 'css', 'jquery-selectors', 'regex', 'node.js', 'dom', 'arrays', 'ajax']","['javascript', 'jquery', 'node.js', 'express', 'port', 'connect', 'position', 'contenteditable', 'validation', 'client']",0.854379868,0.493222322,0.185556625,0.03413071,0.379919762,jquery,javascript,node.js,0,0,1,0,0,0,0
dwdyer,5171,21,359,50285,"['java', 'android', 'ant', 'algorithm', 'genetic-algorithm', 'random', 'swing', 'evolutionary-algorithm', 'artificial-intelligence', 'php']","['android', 'java', 'haskell', 'ios', 'xcode', 'ghc', 'obfuscation', 'proguard', 'maven-2', 'jar']",0.803862187,0.36049187,0.072057567,0.009601788,0.400009498,java,android,0,0,1,0,0,1,0,0
ebomike,345717,41,500,70736,"['android', 'java', 'c++', 'c', 'php', 'arrays', 'pointers', 'android-layout', 'string', 'multithreading']","['android', 'android-layout', 'java', 'opengl-es', 'firebase', 'android-testing', 'android-ndk', 'firebase-authentication', 'android-gradle-plugin', 'firebase-realtime-database']",0.926667406,0.187149511,0.239040783,0.041993508,0.23814997,android,java,android,0,1,0,0,1,0,0
ecampidoglio,26396,9,473,43923,"['c#', 'git', '.net', 'wcf', 'powershell', 'autofixture', 'unit-testing', 'asp.net', 'linq', 'visual-studio']","['http', 'vb.net', 'wcf', '.net', 'exception', 'wsdl', 'visual-studio', 'refactoring', 'add-in', 'performance']",0.903878784,0.306725848,0.148085894,0.032661634,0.17352478,.net,0,.net,1,0,0,0,0,0,0
edalorzo,697630,30,500,65748,"['java', 'javascript', 'generics', 'node.js', 'java-8', 'spring', 'jpa', 'angularjs', 'sml', 'oop']","['java', 'spring', 'kotlin', 'multithreading', 'spring-amqp', 'operating-system', 'multiprocessing', 'scheduling', 'multitasking', 'microservices']",0.893027863,0.669903216,0.031826442,0.020345655,0.394863977,java,java,javascript,0,1,1,0,0,0,0
eddelbuettel,143305,5,500,313918,"['r', 'rcpp', 'c++', 'r-package', 'package', 'linux', 'date', 'rstudio', 'cran', 'rcpparmadillo']","['r', 'qt', 'qt4', 'qtablewidget', 'memory-management', 'svn', 'version-control', 'doxygen', 'c++', 'boost']",0.780730371,0.508230477,0.089597208,0.036691447,0.375357266,r,c++,0,0,1,0,0,0,1,0
ed_heal,892256,76,500,53304,"['c', 'c++', 'arrays', 'pointers', 'string', 'linux', 'javascript', 'php', 'struct', 'printf']","['php', 'oracle', 'mysql', 'plsql', 'c++', 'javascript', 'windows', 'sql', 'regex', 'css']",0.923849722,0.277803388,0.194641431,0.118691279,0.252287486,c++,javascript,php,0,1,1,0,0,0,0
Ehsan_Sajjad,1875256,70,500,57043,"['c#', 'asp.net-mvc', 'asp.net', 'linq', '.net', 'jquery', 'razor', 'javascript', 'entity-framework', 'json']","['c#', 'linq', 'asp.net-mvc', 'asp.net', 'sql', 'entity-framework', 'asp.net-mvc-4', 'android', 'wpf', 'sql-server']",0.696449114,0.569563457,0.107517675,0.154316709,0.167943826,c#,asp.net,asp.net,1,0,0,0,0,0,0
ekumlin,1438733,14,500,61506,"['android', 'java', 'php', 'css', 'jquery', 'android-layout', 'eclipse', 'android-intent', 'html', 'android-fragments']","['android', 'java', 'opengl-es', 'python', 'android-resources', 'jquery', 'drag-and-drop', 'angular', 'internationalization', 'html']",0.897836176,0.401915967,0.139140458,0.002623703,0.097533569,android,java,jquery,0,1,1,0,1,0,0
elibendersky,8206,74,500,214275,"['llvm', 'go', 'python', 'c++', 'clang', 'llvm-ir', 'pycparser', 'c', 'llvm-c++-api', 'llvm-clang']","['python', 'c', 'windows', 'c++', 'pyqt', 'regex', 'assembly', 'coding-style', 'javascript', 'qt']",0.98110036,0.215866919,0.128271316,0.005102173,0.449745951,python,c++,c,0,1,0,0,0,0,0
elicourtwright,1694,87,260,154782,"['python', 'java', 'javascript', 'django', 'multithreading', 'c', 'jquery', 'c++', 'list', 'sorting']","['python', 'javascript', 'oracle', 'jquery', 'cherrypy', 'windows', 'c#', 'sockets', 'apache', 'language-agnostic']",0.960628808,0.560301194,0.166460038,0.150072473,0.176591917,python,javascript,jquery,0,1,1,0,0,0,0
ellipsix,56541,35,500,109569,"['python', 'bash', 'python-3.x', 'git', 'linux', 'numpy', 'java', 'pandas', 'math', 'list']","['python', 'c++', 'c', 'sql', 'cmake', 'gcc', 'algorithm', 'language-agnostic', 'latex', 'c-preprocessor']",0.944998432,0.569569445,0.127901922,0.107580202,0.240082111,python,os,python,0,1,0,0,0,0,1
elwoz,388520,125,500,115407,"['c', 'linux', 'c++', 'gcc', 'python', 'assembly', 'unix', 'language-lawyer', 'pointers', 'posix']","['python', 'c', 'python-3.x', 'c++', 'algorithm', 'r', 'javascript', 'sql', 'portability', 'html']",0.953606007,0.154955853,0.077523261,0.016970583,0.340588166,c,c++,python,0,1,0,0,0,0,0
EmEmEff,2372064,7,500,148148,"['r', 'ggplot2', 'dplyr', 'dataframe', 'function', 'shiny', 'tidyverse', 'purrr', 'list', 'for-loop']","['r', 'dplyr', 'join', 'merge', 'data.table', 'ggplot2', 'lapply', 'for-loop', 'lazy-evaluation', 'makefile']",0.825670882,0.368426704,0.203215929,0.139495272,0.347789631,r,r,r,0,0,0,0,0,1,0
EmilTholin,3617886,31,500,67725,"['reactjs', 'javascript', 'react-hooks', 'svelte', 'react-native', 'react-router', 'ecmascript-6', 'arrays', 'mobx', 'css']","['javascript', 'exchangewebservices', 'exchange-server', 'email', 'gmail-api', 'soap', 'xml', 'rethinkdb', 'mobx', 'gmail']",0.872360316,0.070118209,0.36160302,0.05466243,0.27113932,javascript,0,reactjs,0,0,1,0,0,0,0
Encosia,60,4,500,55549,"['jquery', 'javascript', 'asp.net', 'json', 'ajax', 'c#', 'html', 'asp.net-mvc', 'web-services', 'css']","['sql-server', 'asp.net', 'windows-server-2008', 'migration', 'validation', 'asp.net-ajax', 'c#', 'web-services', 'reflection']",0.869284927,0.129830675,0.032005828,0.002025782,0.359096474,asp.net,c#,0,1,0,0,0,0,0,0
eonilen,246776,500,310,71631,"['ios', 'objective-c', 'cocoa', 'swift', 'iphone', 'macos', 'xcode', 'cocoa-touch', 'appkit', 'uikit']","['ios', 'objective-c', 'c', 'c++', 'cocoa', 'macos', 'rust', 'xcode', 'uikit', 'debugging']",0.950607482,0.081512514,0.033579339,0.000342345,0.474066564,ios,objective-c,os,0,0,0,0,1,0,1
epascarello,14104,3,500,172249,"['javascript', 'html', 'jquery', 'css', 'arrays', 'regex', 'ajax', 'json', 'object', 'string']","['javascript', 'dom', 'browser-detection', 'browser-support', 'html', 'firefox', 'webkit', 'cross-browser', 'debugging', 'firebug']",0.785493157,0.262688479,0.224145127,0.008873703,0.471463572,javascript,html,jquery,0,0,1,0,0,0,0
ephemient,20713,5,500,171008,"['linux', 'bash', 'c', 'android', 'c++', 'python', 'kotlin', 'shell', 'perl', 'javascript']","['c', 'command-line', 'parsing', 'javascript-events', 'xul', 'xulrunner', '.net', 'serialization', 'upgrade', 'versions']",0.866568016,0.403596264,0.052077306,0.035463795,0.380802811,c,os,os,0,1,0,0,0,0,1
erangalperin,10585,12,289,81408,"['php', 'mysql', 'javascript', 'jquery', 'css', 'html', 'sql', 'database', 'optimization', 'ajax']","['mysql', 'php', 'svn', 'database', 'merge', 'conflict', 'sql', 'schema', 'versioning', 'replication']",0.941615686,0.535529058,0.44649601,0.043707694,0.168284571,php,mysql,sql,0,0,1,1,0,0,0
erichdouglass,210719,1,241,47790,"['android', 'java', 'sqlite', 'eclipse', 'android-layout', 'android-activity', 'database', 'android-widget', 'xml', 'listview']","['android', 'eclipse', 'maven', 'eclipse-indigo']",0.909102174,0.402626882,0.248186374,0.012154568,0.205874086,android,java,java,0,1,0,0,1,0,0
ericjohannsen,141172,376,500,135978,"['c#', '.net', 'entity-framework', 'linq', 'c', 'asp.net', 'multithreading', 'java', 'sql-server', 'arrays']","['c#', '.net', 'entity-framework', 'asp.net-mvc', 'visual-studio-2010', 'ef-code-first', 'sql-server', 'entity-framework-4', 'visual-studio-2012', 'asp.net-mvc-4']",0.977286533,0.643735132,0.67623128,0.044846131,0.045361505,c#,.net,.net,1,0,0,0,0,0,0
ericlaw,126229,2,500,53338,"['fiddler', 'c#', 'fiddlercore', 'http', 'proxy', 'internet-explorer', 'https', 'javascript', 'ssl', '.net']","['c#', 'winforms', 'drag-and-drop', 'iserializable', 'ienumerable']",0.930607505,0.317376817,0.099841771,0.008416571,0.194078585,c#,0,0,1,0,0,0,0,0,0
ericlippert,88656,0,500,594012,"['c#', '.net', 'linq', 'generics', 'multithreading', 'inheritance', 'list', 'async-await', 'oop', 'covariance']",[],0.966358478,0.251114919,0.157450147,0.01464514,0.279479304,c#,.net,c#,1,0,0,0,0,0,0
EricWieser,102441,302,500,82557,"['python', 'numpy', 'arrays', 'python-3.x', 'c++', 'scipy', 'javascript', 'python-2.7', 'matlab', 'list']","['python', 'c++', 'javascript', 'java', 'php', 'css', 'jquery', 'html', 'numpy', 'c#']",0.869225624,0.177463202,0.038790406,0.004178447,0.279731619,python,python,c++,0,1,0,0,0,0,0
erikdahlstrom,109374,0,500,51830,"['svg', 'javascript', 'html', 'css', 'raphael', 'jquery', 'd3.js', 'animation', 'xml', 'canvas']",[],0.90637933,0.278033929,0.061381274,0.004541662,0.358193196,xml,javascript,html,1,0,1,0,0,0,0
eskimobloood,184883,227,500,78780,"['javascript', 'jestjs', 'reactjs', 'unit-testing', 'jasmine', 'enzyme', 'requirejs', 'mocking', 'testing', 'sinon']","['javascript', 'highcharts', 'backbone.js', 'ember.js', 'css', 'unit-testing', 'jquery', 'webstorm', 'gruntjs', 'reactjs']",0.8560629,0.101941257,0.121382041,0.049914914,0.95090342,javascript,reactjs,0,0,0,1,0,0,0,0
EskoLuontola,62130,18,367,70126,"['java', 'unit-testing', 'tdd', 'git', 'multithreading', 'c#', 'scala', 'testing', '.net', 'oop']","['java', 'scala', 'distributed', 'continuous-delivery', 'build-pipeline', 'bytecode', 'aop', 'osgi', 'bytecode-manipulation', 'protocols']",0.92678285,0.381861685,0.032977201,0.003902753,0.26886741,java,scala,0,0,1,0,0,0,1,0
ethomson,729881,4,500,58422,"['git', 'tfs', 'libgit2', 'azure-devops', 'visual-studio', 'c#', 'libgit2sharp', 'visual-studio-2012', 'visual-studio-2013', 'version-control']","['nuget', 'xamarin-studio', 'csproj', 'java', 'utf-8', 'aix', 'j9', 'c#', 'powershell', 'cmdlets']",0.919249039,0.293289903,0.282681592,0.057846574,0.18969158,c#,git,0,1,0,0,0,0,0,1
eumiro,449449,7,500,160579,"['python', 'list', 'pandas', 'dictionary', 'numpy', 'string', 'python-2.7', 'python-3.x', 'regex', 'datetime']","['python', 'datetime', 'pandas', 'zsh', 'prompt', 'pwd', 'plugins', 'podcast', 'rhythmbox', 'sql']",0.810343642,0.053643308,0.140730802,0.01195927,0.902883775,python,python,0,0,1,0,0,0,0,0
evan_teran,13430,89,500,76985,"['c++', 'c', 'qt', 'stl', 'pointers', 'linux', 'arrays', 'string', 'templates', 'memory-management']","['c++', 'c', 'qt', 'templates', 'linux', 'c++11', 'boost', 'allocator', 'standards', 'python']",0.941797046,0.135100919,0.149599427,0.011742503,0.423387294,c++,c,python,0,1,0,0,0,0,0
evertp,80911,101,500,65376,"['rest', 'javascript', 'typescript', 'http', 'node.js', 'php', 'api', 'promise', 'mysql', 'json']","['php', 'javascript', 'http', 'typescript', 'rest', 'html', 'node.js', 'mysql', 'python', 'jquery']",0.950511034,0.166703211,0.103597712,0.010398707,0.28551172,0,javascript,typescript,0,0,1,0,0,0,0
e_choroba,1030675,4,500,184082,"['bash', 'perl', 'linux', 'shell', 'sed', 'regex', 'awk', 'grep', 'xml', 'arrays']","['bash', 'types', 'raku', 'pipe', 'io-redirection', 'tee', 'linux', 'sh', 'ls', 'quoting']",0.568596523,0.031747096,0.018962257,0.001195081,0.419191753,os,os,perl,0,0,1,0,0,0,1
e_patel,842,10,500,44362,"['iphone', 'objective-c', 'c++', 'c', 'xcode', 'ios', 'opengl', 'macos', 'cocoa-touch', 'cocoa']","['unix', 'linux', 'iphone', 'core-data', 'sockets', 'networking', 'udp', 'ioctl', 'debugging', 'logging']",0.770788017,0.520878078,0.125002494,0.029896503,0.310534928,ios,objective-c,c++,0,1,0,0,1,0,0
fcalderan,1098851,7,500,102075,"['css', 'html', 'javascript', 'jquery', 'sass', 'flexbox', 'css-selectors', 'css-animations', 'svg', 'animation']","['html', 'css', 'image', 'responsive-design', 'w3c', 'semantics', 'python', 'pandas', 'dictionary', 'dataframe']",0.673589432,0.420189052,0.324943878,0.236834554,0.381506326,css,html,javascript,0,0,1,0,0,0,0
fkling42,218196,8,500,653727,"['javascript', 'ecmascript-6', 'reactjs', 'node.js', 'arrays', 'dom', 'jquery', 'promise', 'html', 'object']","['javascript', 'jquery', 'firefox-addon', 'ajax', 'asynchronous', 'ecmascript-6', 'arrow-functions', 'browser-history', 'pushstate', 'arrays']",0.920877855,0.240652998,0.045134864,0.016177099,0.335973561,javascript,javascript,c,0,1,1,0,0,0,0
fmork,93623,7,500,141971,"['c#', '.net', 'winforms', 'asp.net', 'vb.net', 'linq', 'multithreading', 'c#-4.0', 'visual-studio-2010', 'events']","['.net', 'wcf', 'c#', 'serialization', 'json.net', 'svn', 'tortoisesvn', 'asp.net', 'wcf-binding', 'intermediate-language']",0.628109265,0.069708058,0.178146771,0.031951869,0.636304177,c#,.net,asp.net,1,0,0,0,0,0,0
focusaurus,266795,27,500,124631,"['node.js', 'javascript', 'express', 'angularjs', 'docker', 'mongodb', 'npm', 'mongoose', 'mocha', 'asynchronous']","['node.js', 'ansible', 'javascript', 'rust', 'backbone.js', 'visual-studio-code', 'vscode-settings', 'elasticsearch', 'apache-kafka', 'apache-kafka-connect']",0.910249416,0.427316487,0.193956804,0.018161216,0.457664721,node.js,javascript,.net,1,0,1,0,0,0,0
FogleBird,90308,15,366,60674,"['python', 'wxpython', 'algorithm', 'list', 'wxwidgets', 'flask', 'multithreading', 'dictionary', 'string', 'language-agnostic']","['python', 'algorithm', 'language-agnostic', 'macos', 'objective-c', 'django', 'sqlalchemy', 'gzip', 'directory', 'video']",0.962624734,0.209861548,0.087868516,0.017064689,0.381382618,python,c++,python,0,1,0,0,0,0,0
forloop,1831,16,500,113443,"['elasticsearch', 'nest', 'c#', '.net', 'elasticsearch-net', '.net-core', 'elasticsearch-5', 'azure', 'elasticsearch.net', 'jquery']","['sql-server', 'c#', 'sql', 'jquery', 'nhibernate', 'asp.net', 'sql-server-2000', 'f#', 'f#-interactive', 'automapper']",0.866025225,0.670213344,0.204028792,0.076788301,0.232206554,c#,jquery,host,1,0,1,0,0,0,1
foxish_,759019,49,500,42560,"['php', 'javascript', 'java', 'regex', 'c', 'kubernetes', 'html', 'c++', 'android', 'mysql']","['java', 'applet', 'japplet', 'perl', 'android', 'javascript', 'c', 'excel', 'vba', 'php']",0.744367615,0.354925053,0.008864526,0.065509829,0.811909473,php,javascript,java,0,1,1,0,0,0,0
francip,17028,4,500,69839,"['android', 'c#', 'iphone', '.net', 'c++', 'asp.net', 'windows', 'java', 'wpf', 'objective-c']","['c++', 'windows', 'sid', 'javascript', 'regex', 'rest', 'semantics', 'representation', 'asp.net', 'version-control']",0.954868908,0.365580886,0.358697783,0.011450035,0.150673837,c++,asp.net,os,1,1,0,0,0,0,1
FranckDernoncou,395857,351,427,55226,"['python', 'matlab', 'tensorflow', 'neural-network', 'nlp', 'deep-learning', 'machine-learning', 'windows', 'artificial-intelligence', 'algorithm']","['python', 'matlab', 'naturallyspeaking', 'nlp', 'eclipse', 'pandas', 'theano', 'tensorflow', 'dataframe', 'windows']",0.865789883,0.406087335,0.03468982,0.00077978,0.568040219,python,0,python,0,1,0,0,0,0,0
